"","year","pctcode","congdist","r_factor"
"1",2014,"0005","8",0.68342644320298
"2",2014,"0010","8",0.746835443037975
"3",2014,"0015","8",0.751445086705202
"4",2014,"0020","8",0.8
"5",2014,"0025","8",0.837209302325581
"6",2014,"0030","8",0.673913043478261
"7",2014,"0035","8",0.642857142857143
"8",2014,"0038","8",0.807692307692308
"9",2014,"0040","8",0.735368956743003
"10",2014,"0045","8",0.696581196581197
"11",2014,"0050","8",0.793939393939394
"12",2014,"0055","8",0.721739130434783
"13",2014,"0060","8",0.725314183123878
"14",2014,"0065","8",0.589928057553957
"15",2014,"0070","8",0.582677165354331
"16",2014,"0075","8",0.669421487603306
"17",2014,"0080","8",0.657754010695187
"18",2014,"0082","8",0.407407407407407
"19",2014,"0085","8",0.836065573770492
"20",2014,"0090","8",0.707165109034268
"21",2014,"0095","8",0.766666666666667
"22",2014,"0100","8",0.80952380952381
"23",2014,"0105","8",0.8125
"24",2014,"0110","8",0.704
"25",2014,"0115","8",0.7
"26",2014,"0120","8",0.573333333333333
"27",2014,"0125","8",0.456140350877193
"28",2014,"0130","8",0.688073394495413
"29",2014,"0132","8",0.675675675675676
"30",2014,"0135","8",0.727678571428571
"31",2014,"0140","8",0.71
"32",2014,"0145","8",0.78757225433526
"33",2014,"0150","8",0.626262626262626
"34",2014,"0155","8",0.625
"35",2014,"0160","8",0.686046511627907
"36",2014,"0165","8",0.793103448275862
"37",2014,"0170","8",0.829268292682927
"38",2014,"0175","8",0.718670076726343
"39",2014,"0180","8",0.487394957983193
"40",2014,"0185","8",0.761494252873563
"41",2014,"0190","8",0.709677419354839
"42",2014,"0195","8",0.709677419354839
"43",2014,"0200","8",0.702702702702703
"44",2014,"0205","8",0.699551569506726
"45",2014,"0210","8",0.75
"46",2014,"0215","8",0.753424657534247
"47",2014,"0220","8",0.730769230769231
"48",2014,"0225","8",0.684210526315789
"49",2014,"0230","8",0.648854961832061
"50",2014,"0240","8",0.793103448275862
"51",2014,"0255","8",0.55
"52",2014,"0260","8",0.7375
"53",2014,"0285","8",0.742857142857143
"54",2014,"0290","8",0.614035087719298
"55",2014,"0005","6",0.60522631824545
"56",2014,"0010","6",0.601888667992048
"57",2014,"0015","6",0.590733590733591
"58",2014,"0020","6",0.564902506963788
"59",2014,"0025","6",0.588854760860026
"60",2014,"0030","6",0.618018018018018
"61",2014,"0035","6",0.536186280679673
"62",2014,"0040","6",0.572747014115092
"63",2014,"0045","6",0.613009922822492
"64",2014,"0050","6",0.529539530842745
"65",2014,"0105","6",0.478302796528447
"66",2014,"0110","6",0.501140684410646
"67",2014,"0115","6",0.511558538404176
"68",2014,"0120","6",0.560689115113547
"69",2014,"0125","6",0.512277730736664
"70",2014,"0130","6",0.474688796680498
"71",2014,"0135","6",0.50828729281768
"72",2014,"0140","6",0.590717299578059
"73",2014,"0205","6",0.471223021582734
"74",2014,"0305","6",0.553418803418803
"75",2014,"0310","6",0.533462033462033
"76",2014,"0315","6",0.523064894448788
"77",2014,"0320","6",0.530031612223393
"78",2014,"0325","6",0.496948118006104
"79",2014,"0330","6",0.523404255319149
"80",2014,"0335","6",0.557497700091996
"81",2014,"0340","6",0.567736883320282
"82",2014,"0405","6",0.57120253164557
"83",2014,"0410","6",0.520134228187919
"84",2014,"0415","6",0.505084745762712
"85",2014,"0420","6",0.507801418439716
"86",2014,"0425","6",0.486060606060606
"87",2014,"0430","6",0.610787172011662
"88",2014,"0435","6",0.589915966386555
"89",2014,"0440","6",0.588604755495738
"90",2014,"0505","6",0.502049180327869
"91",2014,"0510","6",0.571331981068289
"92",2014,"0515","6",0.479152878888154
"93",2014,"0520","6",0.547420965058236
"94",2014,"0525","6",0.520639147802929
"95",2014,"0530","6",0.553812636165577
"96",2014,"0535","6",0.49647741400746
"97",2014,"0540","6",0.553225806451613
"98",2014,"0605","6",0.60569970225436
"99",2014,"0705","6",0.574875207986689
"100",2014,"0710","6",0.634696755994358
"101",2014,"0805","5",0.518735362997658
"102",2014,"0810","5",0.503971119133574
"103",2014,"0815","5",0.545182972367438
"104",2014,"0820","5",0.489530685920578
"105",2014,"0825","5",0.606533036377134
"106",2014,"0830","5",0.659090909090909
"107",2014,"0835","5",0.554315476190476
"108",2014,"0840","5",0.542003231017771
"109",2014,"0905","6",0.650394292151709
"110",2014,"1005","3",0.587470449172577
"111",2014,"1010","3",0.585708022797019
"112",2014,"1015","3",0.592571750140687
"113",2014,"1020","3",0.48318293683347
"114",2014,"1105","3",0.585920177383592
"115",2014,"1110","3",0.570139458572601
"116",2014,"1115","3",0.603802672147996
"117",2014,"1120","3",0.560483870967742
"118",2014,"1125","3",0.461785484906872
"119",2014,"1205","3",0.525617842073538
"120",2014,"1210","3",0.510510510510511
"121",2014,"1215","3",0.523319200484555
"122",2014,"1220","3",0.453703703703704
"123",2014,"1305","3",0.523478260869565
"124",2014,"1310","3",0.530424799081516
"125",2014,"1315","3",0.549268912905277
"126",2014,"1320","3",0.602031802120141
"127",2014,"1405","3",0.550490478938257
"128",2014,"1410","3",0.547681083897864
"129",2014,"1415","3",0.478448275862069
"130",2014,"1420","3",0.426008968609865
"131",2014,"1425","3",0.609333333333333
"132",2014,"1505","6",0.541202672605791
"133",2014,"1510","6",0.559896951481322
"134",2014,"1515","6",0.583212032993692
"135",2014,"1605","5",0.594740912606342
"136",2014,"1610","5",0.62265625
"137",2014,"1615","5",0.491428571428571
"138",2014,"1620","5",0.545922746781116
"139",2014,"1705","5",0.504072398190045
"140",2014,"1710","5",0.455140186915888
"141",2014,"1715","5",0.608609271523179
"142",2014,"1720","5",0.608965517241379
"143",2014,"1805","5",0.495652173913044
"144",2014,"1810","5",0.604708798017348
"145",2014,"1815","5",0.405375139977604
"146",2014,"1820","5",0.49507874015748
"147",2014,"1905","6",0.571964017991004
"148",2014,"1910","6",0.615081320847708
"149",2014,"1915","6",0.574339207048458
"150",2014,"1920","6",0.58604091456077
"151",2014,"1925","6",0.631777108433735
"152",2014,"1930","6",0.605246321177223
"153",2014,"2005","5",0.397014925373134
"154",2014,"2105","6",0.524904214559387
"155",2014,"2205","6",0.6
"156",2014,"2210","6",0.574468085106383
"157",2014,"2215","6",0.60025873221216
"158",2014,"2220","6",0.634331694233348
"159",2014,"2225","6",0.633545310015898
"160",2014,"2230","6",0.586624539231174
"161",2014,"2235","6",0.645329540066382
"162",2014,"2305","6",0.583182640144665
"163",2014,"2405","6",0.599445983379501
"164",2014,"2410","6",0.649087221095335
"165",2014,"2505","6",0.565464895635674
"166",2014,"2510","6",0.597025495750708
"167",2014,"2515","6",0.601851851851852
"168",2014,"2520","6",0.585746102449889
"169",2014,"2605","6",0.544255466851788
"170",2014,"2610","6",0.627475247524752
"171",2014,"2705","6",0.608465608465608
"172",2014,"2710","6",0.563695563695564
"173",2014,"2805","6",0.480068581225889
"174",2014,"2810","6",0.486413043478261
"175",2014,"2905","6",0.510998307952623
"176",2014,"2910","6",0.554237288135593
"177",2014,"3005","6",0.483347940403155
"178",2014,"3010","6",0.483516483516484
"179",2014,"3105","5",0.547268907563025
"180",2014,"3110","5",0.566610455311973
"181",2014,"3115","5",0.579821958456973
"182",2014,"0005","7",0.60377358490566
"183",2014,"0010","7",0.512820512820513
"184",2014,"0015","7",0.621468926553672
"185",2014,"0020","7",0.60272417707151
"186",2014,"0025","7",0.518072289156627
"187",2014,"0030","7",0.594202898550725
"188",2014,"0035","7",0.726618705035971
"189",2014,"0040","7",0.589849108367627
"190",2014,"0045","7",0.569620253164557
"191",2014,"0050","7",0.662773722627737
"192",2014,"0051","7",0.665991902834008
"193",2014,"0055","7",0.529042386185243
"194",2014,"0065","7",0.608994378513429
"195",2014,"0075","7",0.653846153846154
"196",2014,"0082","7",0.542553191489362
"197",2014,"0085","7",0.665318503538928
"198",2014,"0090","7",0.671140939597315
"199",2014,"0095","7",0.951219512195122
"200",2014,"0100","7",0.552919708029197
"201",2014,"0105","7",0.664835164835165
"202",2014,"0110","7",0.608
"203",2014,"0115","7",0.714673913043478
"204",2014,"0120","7",0.747826086956522
"205",2014,"0125","7",0.589820359281437
"206",2014,"0130","7",0.488584474885845
"207",2014,"0135","7",0.539432176656151
"208",2014,"0140","7",0.655707762557078
"209",2014,"0145","7",0.597156398104265
"210",2014,"0150","7",0.632352941176471
"211",2014,"0155","7",0.6375
"212",2014,"0160","7",0.490740740740741
"213",2014,"0165","7",0.678571428571429
"214",2014,"0170","7",0.650273224043716
"215",2014,"0175","7",0.653846153846154
"216",2014,"0180","7",0.692307692307692
"217",2014,"0185","7",0.608333333333333
"218",2014,"0190","7",0.739644970414201
"219",2014,"0195","7",0.646586345381526
"220",2014,"0200","7",0.772727272727273
"221",2014,"0205","7",0.744791666666667
"222",2014,"0210","7",0.545454545454545
"223",2014,"0215","7",0.74247491638796
"224",2014,"0220","7",0.810457516339869
"225",2014,"0225","7",0.574074074074074
"226",2014,"0230","7",0.377358490566038
"227",2014,"0235","7",0.568181818181818
"228",2014,"0240","7",0.744360902255639
"229",2014,"0005","7",0.719298245614035
"230",2014,"0010","7",0.407407407407407
"231",2014,"0015","7",0.625719769673704
"232",2014,"0020","7",0.386486486486486
"233",2014,"0025","7",0.477220077220077
"234",2014,"0030","7",0.462373371924747
"235",2014,"0035","7",0.550382209867964
"236",2014,"0040","7",0.636582430806258
"237",2014,"0045","7",0.693877551020408
"238",2014,"0050","8",0.838235294117647
"239",2014,"0055","8",0.524539877300613
"240",2014,"0060","7",0.650537634408602
"241",2014,"0065","8",0.7375
"242",2014,"0070","8",0.675925925925926
"243",2014,"0075","7",0.579691516709512
"244",2014,"0080","8",0.721164613661814
"245",2014,"0085","8",0.5
"246",2014,"0090","7",0.648717948717949
"247",2014,"0095","8",0.632850241545894
"248",2014,"0100","7",0.5
"249",2014,"0105","8",0.645994832041344
"250",2014,"0110","8",0.684684684684685
"251",2014,"0115","7",0.682926829268293
"252",2014,"0120","7",0.644927536231884
"253",2014,"0125","7",0.680555555555556
"254",2014,"0130","7",0.661290322580645
"255",2014,"0135","8",0.636363636363636
"256",2014,"0140","7",0.68
"257",2014,"0145","7",0.6810551558753
"258",2014,"0150","7",0.636363636363636
"259",2014,"0155","7",0.894736842105263
"260",2014,"0160","8",0.683098591549296
"261",2014,"0165","8",0.801204819277108
"262",2014,"0170","8",0.650910499806277
"263",2014,"0172","7",0.6
"264",2014,"0175","8",0.766666666666667
"265",2014,"0180","7",0.453781512605042
"266",2014,"0185","8",0.710526315789474
"267",2014,"0190","8",0.513513513513513
"268",2014,"0195","7",0.344344344344344
"269",2014,"0200","7",0.359886201991465
"270",2014,"0202","7",0.469586374695864
"271",2014,"0205","7",0.678082191780822
"272",2014,"0210","8",0.717647058823529
"273",2014,"0215","7",0.714285714285714
"274",2014,"0220","7",0.897435897435897
"275",2014,"0225","7",0.707317073170732
"276",2014,"0230","7",0.818181818181818
"277",2014,"0235","8",0.735537190082645
"278",2014,"0240","8",0.775147928994083
"279",2014,"0245","8",0.701492537313433
"280",2014,"0250","8",0.548913043478261
"281",2014,"0255","8",0.627450980392157
"282",2014,"0260","8",0.719774011299435
"283",2014,"0265","8",0.732142857142857
"284",2014,"0270","8",0.724874371859296
"285",2014,"0275","7",0.526315789473684
"286",2014,"0280","7",0.75
"287",2014,"0285","8",0.578947368421053
"288",2014,"0290","7",0.728571428571429
"289",2014,"0295","7",0.598039215686274
"290",2014,"0300","7",0.659090909090909
"291",2014,"0005","6",0.678336980306346
"292",2014,"0010","6",0.61195219123506
"293",2014,"0015","6",0.743589743589744
"294",2014,"0020","6",0.687370600414079
"295",2014,"0025","6",0.666666666666667
"296",2014,"0030","6",0.638805970149254
"297",2014,"0035","6",0.663390663390663
"298",2014,"0040","6",0.681592039800995
"299",2014,"0045","6",0.677618069815195
"300",2014,"0050","6",0.67219152854512
"301",2014,"0055","6",0.687743190661479
"302",2014,"0056","6",1
"303",2014,"0060","6",0.509677419354839
"304",2014,"0070","6",0.484105358764759
"305",2014,"0080","6",0.559354226020893
"306",2014,"0085","6",0.30699481865285
"307",2014,"0090","6",0.691411935953421
"308",2014,"0095","6",0.537587412587413
"309",2014,"0100","6",0.54594180704441
"310",2014,"0105","6",0.557959814528594
"311",2014,"0110","6",0.623275344931014
"312",2014,"0111","6",0.480637813211845
"313",2014,"0112","6",0.479794740218089
"314",2014,"0115","6",0.636612021857924
"315",2014,"0120","6",0.609158679446219
"316",2014,"0005","7",0.608695652173913
"317",2014,"0010","7",0.6
"318",2014,"0015","7",0.754716981132076
"319",2014,"0020","7",0.909090909090909
"320",2014,"0025","7",0.72636815920398
"321",2014,"0030","7",0.848837209302326
"322",2014,"0031","7",0.710280373831776
